Annee,Marque,Modele,Transmission,Couleur,Prix
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Malibu,automatic,black,19800
2015,Ford,Explorer,automatic,gray,31400
2015,Ford,Explorer,automatic,black,30300
2015,Ford,Explorer,automatic,tan,31400
2015,Ford,Explorer,automatic,black,30600
2015,Ford,Taurus,automatic,black,22500
2015,Kia,Soul,automatic,black,14500
2015,Toyota,Tacoma,manual,gray,30900
2015,BMW,3,,,
2015,Audi,A3,automatic,black,29800
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Equinox,automatic,black,10900
2015,Chevrolet,Malibu,automatic,black,19100
2015,Chevrolet,Malibu,automatic,black,17100
2015,Chevrolet,Malibu,automatic,black,17500
2015,Chevrolet,Malibu,automatic,gray,18500
2015,Ford,Explorer,automatic,black,33400
2015,Ford,Explorer,automatic,black,36900
2015,Ford,Explorer,automatic,brown,36200
2015,Honda,Fit,automatic,black,16500
2015,Kia,Forte,automatic,black,13600
2015,Hyundai,Sonata,automatic,gray,11200
2015,GMC,Yukon,,,
2015,Honda,Fit,automatic,black,17000
2015,Honda,Fit,automatic,black,16400
2015,Nissan,Altima,automatic,beige,17400
2015,Kia,Sorento,automatic,gray,18900
2015,Nissan,Altima,automatic,black,17300
2015,Mazda,CX-5,automatic,black,18800
2015,Mazda,CX-5,automatic,beige,19000
2015,Mazda,Mazda6,automatic,black,18200
2015,Mazda,Mazda6,automatic,black,17900
2015,Mazda,Mazda6,automatic,black,19400
2015,Volvo,XC60,automatic,black,29500
2015,Toyota,Corolla,automatic,beige,14500
2015,Volvo,XC60,automatic,beige,29900
2015,Volvo,V60,automatic,black,27550
2015,Nissan,Versa,,,
2015,Volvo,V60,automatic,black,24050
2015,Volvo,S60,automatic,beige,23600
2015,Volvo,S60,automatic,black,23600
2015,Volvo,V60,automatic,beige,28500
2015,Toyota,Corolla,automatic,gray,12400
2015,Volvo,V60,automatic,beige,27000
2015,Subaru,Forester,automatic,gray,24400
2015,Volvo,XC60,automatic,black,29550
2015,Volvo,V60,automatic,black,24800
2015,Volvo,S60,automatic,black,23600
2015,Volvo,XC60,automatic,beige,30050
2015,Volvo,XC60,automatic,beige,30050
2015,Volvo,V60,automatic,tan,27500
2015,Volvo,V60,automatic,black,24200
2015,Volvo,S60,automatic,beige,23800
2015,Volvo,V60,automatic,tan,29000
2015,Volvo,V60,automatic,black,27000
2015,Nissan,Versa,,,
2015,Volvo,XC60,automatic,tan,29700
2015,Volvo,XC60,automatic,beige,29400
2015,Volvo,V60,automatic,beige,28050
2015,Volvo,XC60,automatic,tan,29500
2015,Volvo,XC60,automatic,black,30000
2015,Volvo,XC60,automatic,tan,29700
2015,Volvo,XC60,automatic,beige,30000
2015,Volvo,XC60,automatic,black,30050
2015,Volvo,XC60,automatic,tan,29500
2015,Volvo,XC60,automatic,black,29500
2015,Cadillac,Escalade,automatic,beige,70000
2015,Chevrolet,Tahoe,automatic,brown,43000
2015,Chevrolet,Sonic,automatic,black,8600
2015,Chevrolet,Tahoe,automatic,tan,39000
2015,Chevrolet,Malibu,automatic,tan,8700
2015,Chrysler,200,automatic,black,12000
2015,Kia,Soul,automatic,black,15300
2015,Mazda,CX-5,automatic,black,17600
2015,BMW,3,,,
2015,BMW,3,,,
2015,Volvo,XC60,automatic,tan,30000
2015,Volvo,XC70,automatic,tan,34000
2015,Chevrolet,Malibu,automatic,black,17600
2015,Chevrolet,Equinox,automatic,black,21500
2015,Chevrolet,Malibu,automatic,black,17000
2015,Chevrolet,Tahoe,automatic,black,40500
2015,Chevrolet,Tahoe,automatic,brown,44800
2015,Chrysler,200,automatic,black,17000
2015,Chevrolet,Traverse,automatic,black,26400
2015,Chrysler,200,automatic,beige,19000
2015,Dodge,Dart,automatic,black,12400
2015,Ford,Fiesta,automatic,black,12300
2015,Ford,Explorer,automatic,black,33000
2015,Ford,Explorer,automatic,black,36500
2015,Ford,Fiesta,automatic,black,12300
2015,Ford,Explorer,automatic,black,33100
2015,Kia,Optima,automatic,gray,15600
2015,Kia,Sorento,automatic,tan,21500
2015,Jeep,Wrangler,automatic,black,29400
2015,Kia,Sorento,automatic,black,21100
2015,Kia,Sorento,automatic,black,22100
2015,Jeep,Wrangler,automatic,black,29000
2015,Hyundai,Sonata,automatic,gray,8100
2015,Kia,K900,automatic,gray,39000
2015,Kia,Optima,automatic,gray,14700
2015,Kia,Sorento,automatic,black,18900
2015,Kia,K900,automatic,gray,39750
2015,Kia,Sorento,automatic,tan,21800
2015,Kia,K900,automatic,brown,39500
2015,Kia,Sorento,automatic,tan,19200
2015,Kia,Sorento,automatic,silver,20100
2015,Kia,Sorento,automatic,black,19400
2015,Kia,Sorento,automatic,black,20300
2015,Kia,Sorento,automatic,black,19600
2015,Kia,Sorento,automatic,gray,21500
2015,Kia,Sorento,automatic,gray,19500
2015,Kia,Sorento,automatic,black,19400
2015,Kia,Sorento,automatic,tan,20600
2015,Kia,Sorento,automatic,black,19300
2015,Kia,Sorento,automatic,black,20300
2015,Kia,Sorento,automatic,gray,19500
2015,Kia,Sorento,automatic,black,20000
2015,Kia,Sorento,automatic,black,20800
2015,Kia,Sorento,automatic,gray,20900
2015,Kia,Sorento,automatic,gray,19700
2015,Kia,Sorento,automatic,black,21100
2015,Kia,Sorento,automatic,beige,20700
2015,Kia,Sorento,automatic,black,19800
2015,Kia,Sorento,automatic,gray,20500
2015,Kia,Sorento,automatic,black,21100
2015,Kia,Sorento,automatic,black,20500
2015,Kia,Sorento,automatic,gray,20600
2015,Kia,Sorento,automatic,black,19300
2015,Kia,Sorento,automatic,gray,19500
2015,Kia,Sorento,automatic,black,21100
2015,Kia,Sorento,automatic,gray,19800
2015,Kia,Sorento,automatic,gray,21100
2015,Kia,Sorento,automatic,gray,20300
2015,Lexus,RX,,,
2015,Mazda,CX-5,automatic,gray,19200
2015,Nissan,Altima,automatic,black,6100
2015,Nissan,Versa,,,
2015,Nissan,Altima,automatic,black,12100
2015,Nissan,Versa,automatic,black,4500
2015,Mazda,CX-5,automatic,black,19200
2015,Nissan,Versa,automatic,gray,13100
2015,Nissan,Versa,,,
2015,Mazda,CX-5,automatic,black,19200
2015,Mazda,CX-5,automatic,beige,19300
2015,Mazda,CX-5,automatic,black,19300
2015,Volvo,V60,automatic,black,28000
2015,Volvo,S60,automatic,beige,23500
2015,Volvo,V60,automatic,gray,28000
2015,Volvo,S60,automatic,black,23500
2015,BMW,3,,,
2015,Chevrolet,Tahoe,automatic,gray,42700
2015,Hyundai,Sonata,automatic,gray,16400
2015,Kia,Soul,manual,black,13700
2015,BMW,3,,,
2015,Cadillac,Escalade,automatic,black,72500
2015,Chevrolet,Tahoe,automatic,black,52500
2015,Chevrolet,Suburban,automatic,black,55000
2015,Jeep,Wrangler,automatic,black,31000
2015,Jeep,Wrangler,automatic,black,31600
2015,Jeep,Wrangler,automatic,black,31900
2015,Hyundai,Sonata,automatic,gray,9500
2015,Kia,Sorento,automatic,black,21400
2015,Kia,Sorento,automatic,black,21500
2015,Lexus,RX,,,
2015,Nissan,Altima,automatic,black,14800
2015,BMW,X1,automatic,black,31000
2015,BMW,5,,,
2015,BMW,3,,,
2015,Nissan,Versa,automatic,gray,5700
2015,Nissan,Altima,automatic,black,15800
2015,Nissan,Versa,,,
2015,Volvo,S60,automatic,beige,23400
2015,Toyota,Corolla,automatic,gray,15300
2015,Volvo,XC60,automatic,black,30000
2015,Volvo,XC60,automatic,black,29400
2015,Volvo,XC60,automatic,beige,29500
2015,Volvo,XC60,automatic,black,29500
2015,Volvo,XC60,automatic,black,29400
2015,Volvo,XC60,automatic,black,29500
2015,BMW,Z4,automatic,black,51500
2015,BMW,X1,automatic,black,34250
2015,BMW,X1,automatic,black,37750
2015,BMW,Z4,automatic,black,42750
2015,BMW,X1,automatic,black,35750
2015,Chevrolet,Silverado,,,
2015,BMW,X1,automatic,black,36750
2015,Chevrolet,Equinox,automatic,black,15800
2015,Chevrolet,Tahoe,automatic,black,51000
2015,Chevrolet,Suburban,automatic,gray,51500
2015,Chevrolet,Suburban,automatic,black,46500
2015,Chevrolet,Suburban,automatic,black,55000
2015,Chevrolet,Impala,automatic,black,16900
2015,Chevrolet,Suburban,automatic,black,52000
2015,Chevrolet,Malibu,automatic,gray,15200
2015,Chevrolet,Tahoe,automatic,tan,41500
2015,Chevrolet,Suburban,automatic,tan,52700
2015,Chevrolet,Suburban,automatic,black,43700
2015,Dodge,Dart,automatic,black,13400
2015,Dodge,Dart,automatic,black,14400
2015,Chrysler,200,automatic,black,21000
2015,Chrysler,200,automatic,black,7700
2015,GMC,Sierra,,,
2015,Ford,Taurus,automatic,beige,23300
2015,Ford,Taurus,automatic,black,23500
2015,Ford,Taurus,automatic,black,22000
2015,Ford,F-250,,,
2015,GMC,Sierra,,,
2015,Ford,F-250,,,
2015,Ford,F-250,,,
2015,Ford,Fiesta,automatic,black,5200
2015,Ford,Fusion,automatic,black,18600
2015,Hyundai,Sonata,automatic,beige,6200
2015,Hyundai,Elantra,automatic,gray,12900
2015,Kia,Sorento,automatic,black,20500
2015,Kia,Sorento,automatic,black,20800
2015,Kia,Forte,automatic,gray,6300
2015,Kia,K900,automatic,beige,38750
2015,Kia,K900,automatic,beige,39000
2015,Kia,K900,automatic,beige,39000
2015,Lincoln,MKC,automatic,black,34100
2015,Kia,Sorento,automatic,black,20750
2015,Kia,Sorento,manual,gray,19300
2015,Kia,Sorento,automatic,gray,19700
2015,Kia,Sorento,automatic,black,21500
2015,Lincoln,MKC,automatic,black,34200
2015,Kia,Sorento,automatic,gray,19100
2015,Kia,Sorento,automatic,black,18700
2015,Kia,Sorento,automatic,gray,20100
2015,Kia,Sorento,automatic,black,21250
2015,Lincoln,MKC,automatic,black,32800
2015,Kia,Sorento,automatic,gray,20750
2015,Kia,Sorento,automatic,tan,20300
2015,Kia,Sorento,automatic,black,20750
2015,Kia,Sorento,automatic,black,21000
2015,Kia,Sorento,automatic,black,19500
2015,Kia,Sorento,automatic,tan,20750
2015,Kia,Sorento,automatic,gray,18800
2015,Kia,Sorento,automatic,black,21500
2015,Mazda,CX-5,automatic,black,18000
2015,Mazda,CX-5,automatic,tan,18100
2015,Chevrolet,Malibu,automatic,gray,17500
2015,Chevrolet,Malibu,automatic,tan,17500
2015,Chevrolet,Suburban,automatic,beige,42500
2015,Chrysler,200,automatic,black,16200
2015,Ford,Explorer,automatic,gray,31700
2015,Ford,Explorer,automatic,gray,31800
2015,Mazda,CX-5,automatic,black,20300
2015,Mazda,CX-5,automatic,black,19600
2015,Mazda,CX-5,automatic,black,20400
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Silverado,,,
2015,Buick,LaCrosse,automatic,tan,24600
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Malibu,automatic,black,9300
2015,Chevrolet,Tahoe,automatic,beige,51800
2015,Chevrolet,Sonic,automatic,black,11700
2015,Chevrolet,Tahoe,automatic,black,51750
2015,Chevrolet,Sonic,automatic,black,10200
2015,Chevrolet,Tahoe,automatic,black,53750
2015,Chevrolet,Tahoe,automatic,beige,44250
2015,Chevrolet,Tahoe,automatic,gray,48400
2015,Chrysler,200,automatic,beige,21000
2015,Chrysler,200,automatic,black,25400
2015,Chevrolet,Tahoe,automatic,gray,52250
2015,Ford,Fusion,automatic,tan,19000
2015,Dodge,Dart,automatic,black,10200
2015,Ford,Fusion,automatic,black,11300
2015,Ford,Explorer,automatic,black,32800
2015,Ford,Explorer,automatic,black,32500
2015,GMC,Acadia,automatic,black,33000
2015,Ford,Taurus,automatic,black,23000
2015,Ford,Fusion,automatic,black,21500
2015,Jeep,Wrangler,automatic,brown,33800
2015,Mazda,Mazda6,automatic,tan,16800
2015,Mazda,CX-5,automatic,black,20300
2015,Mazda,CX-5,automatic,tan,20000
2015,Scion,FR-S,manual,black,20900
2015,Nissan,Versa,automatic,black,10200
2015,Nissan,Versa,automatic,black,11200
2015,Subaru,Forester,automatic,gray,22700
2015,Nissan,Altima,automatic,black,16700
2015,Subaru,Forester,automatic,gray,22300
2015,Nissan,Altima,automatic,black,16900
2015,Nissan,Versa,,,
2015,Volvo,S60,automatic,black,23500
2015,Volvo,S60,automatic,beige,24000
2015,Volvo,S60,automatic,black,23500
2015,Volvo,S60,automatic,black,22800
2015,Volvo,S60,automatic,black,23500
2015,Chevrolet,Tahoe,automatic,gray,41700
2015,Hyundai,Elantra,automatic,gray,14400
2015,Ford,Taurus,automatic,black,23600
2015,Kia,Sorento,automatic,black,21500
2015,Jeep,Wrangler,automatic,black,35000
2015,Mazda,CX-5,automatic,black,18400
2015,Mazda,CX-5,automatic,black,18900
2015,Mazda,CX-5,automatic,black,18800
2015,Nissan,Altima,automatic,black,16200
2015,Chevrolet,Silverado,,,
2015,Audi,A3,automatic,black,23750
2015,Audi,A3,automatic,black,25250
2015,Audi,A3,automatic,black,25000
2015,Audi,A3,automatic,black,24250
2015,Audi,A3,automatic,black,25000
2015,Audi,A3,automatic,black,24250
2015,Buick,Regal,automatic,black,21600
2015,Chevrolet,Suburban,automatic,tan,38600
2015,Ford,Explorer,automatic,black,36000
2015,Chevrolet,Tahoe,automatic,gray,43100
2015,Chevrolet,Tahoe,automatic,black,52250
2015,Chevrolet,Suburban,automatic,black,45500
2015,Chrysler,200,automatic,black,17500
2015,Chevrolet,Tahoe,automatic,black,41300
2015,GMC,Yukon,automatic,black,49250
2015,GMC,Acadia,automatic,black,33300
2015,Honda,Odyssey,automatic,gray,31750
2015,Honda,Odyssey,automatic,gray,31750
2015,Ford,Explorer,automatic,black,35500
2015,GMC,Acadia,automatic,black,34600
2015,Ford,Fusion,automatic,black,16300
2015,Honda,Odyssey,automatic,gray,28000
2015,Honda,Odyssey,automatic,gray,31100
2015,Honda,Odyssey,automatic,gray,31250
2015,Honda,Odyssey,automatic,gray,30000
2015,Ford,F-250,,,
2015,Ford,Explorer,automatic,black,32600
2015,Honda,Odyssey,automatic,gray,32500
2015,Ford,Explorer,automatic,black,33200
2015,GMC,Sierra,,,
2015,Honda,Odyssey,automatic,gray,31750
2015,Honda,Odyssey,automatic,gray,31750
2015,Hyundai,Genesis,automatic,black,35250
2015,Kia,Cadenza,automatic,beige,24000
2015,Kia,Cadenza,automatic,beige,22300
2015,Kia,Cadenza,automatic,tan,23000
2015,Kia,Cadenza,automatic,gray,23000
2015,Jeep,Wrangler,automatic,black,28400
2015,Hyundai,Genesis,automatic,black,31200
2015,Kia,Cadenza,automatic,black,22800
2015,Hyundai,Genesis,automatic,black,31400
2015,Mazda,CX-5,automatic,black,19800
2015,Mazda,CX-5,automatic,black,20200
2015,Mazda,CX-5,automatic,black,18500
2015,Nissan,Versa,,,
2015,Nissan,Versa,,,
2015,Subaru,Forester,automatic,gray,21900
2015,Nissan,Altima,automatic,tan,15000
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Corvette,automatic,black,54200
2015,Chevrolet,Malibu,automatic,black,17100
2015,Chevrolet,Tahoe,automatic,black,42000
2015,Chevrolet,Tahoe,automatic,black,43200
2015,Chevrolet,Traverse,automatic,black,26000
2015,Chevrolet,Suburban,automatic,black,49200
2015,Chevrolet,Suburban,automatic,tan,39800
2015,Ford,Explorer,automatic,brown,38000
2015,GMC,Yukon,,,
2015,Ford,F-250,,,
2015,Ford,F-250,,,
2015,Hyundai,Sonata,automatic,gray,13300
2015,Jeep,Wrangler,automatic,black,29400
2015,Kia,Optima,automatic,beige,17600
2015,Hyundai,Elantra,automatic,gray,15500
2015,Mazda,CX-5,automatic,black,18100
2015,Kia,Sorento,automatic,black,19500
2015,Nissan,GT-R,automatic,black,83100
2015,Nissan,Altima,automatic,black,14800
2015,Nissan,Altima,automatic,black,16100
2015,Volvo,XC60,automatic,black,29500
2015,Volvo,S60,automatic,beige,23000
2015,Volvo,XC60,automatic,beige,29500
2015,Volvo,S60,automatic,beige,26000
2015,Volvo,S60,automatic,tan,23000
2015,Volvo,S60,automatic,gray,23000
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,X1,automatic,black,35500
2015,BMW,5,,,
2015,BMW,X1,automatic,black,40250
2015,BMW,4,,,
2015,BMW,X1,automatic,beige,35500
2015,BMW,X1,automatic,black,37250
2015,Audi,A3,automatic,black,24000
2015,BMW,3,,,
2015,BMW,5,,,
2015,BMW,4,,,
2015,BMW,5,,,
2015,Audi,A3,automatic,black,26000
2015,BMW,X1,automatic,black,35000
2015,BMW,X1,automatic,black,33750
2015,BMW,X1,automatic,beige,31250
2015,BMW,4,,,
2015,BMW,3,,,
2015,BMW,4,,,
2015,BMW,X1,automatic,black,40500
2015,Audi,A3,automatic,black,24750
2015,BMW,4,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,4,,,
2015,BMW,X1,automatic,beige,29500
2015,BMW,4,,,
2015,BMW,5,,,
2015,BMW,X1,automatic,black,37250
2015,BMW,5,,,
2015,BMW,4,,,
2015,BMW,5,,,
2015,Audi,A3,automatic,black,24500
2015,BMW,5,,,
2015,BMW,X5,automatic,black,52500
2015,BMW,5,,,
2015,BMW,3,,,
2015,BMW,X1,automatic,black,34750
2015,Audi,A3,automatic,black,24000
2015,BMW,4,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,5,,,
2015,BMW,X1,automatic,beige,28750
2015,BMW,X1,automatic,black,29250
2015,BMW,3,,,
2015,Chevrolet,Impala,automatic,black,17500
2015,Chevrolet,Suburban,automatic,black,52200
2015,Chevrolet,Suburban,automatic,black,41000
2015,Ford,Taurus,automatic,black,15100
2015,Ford,Fusion,automatic,black,27300
2015,GMC,Acadia,automatic,gray,30400
2015,GMC,Yukon,automatic,tan,49500
2015,Jeep,Wrangler,automatic,black,30100
2015,Hyundai,Sonata,automatic,gray,10300
2015,Jeep,Wrangler,automatic,black,31300
2015,Jeep,Wrangler,automatic,black,30000
2015,Hyundai,Sonata,automatic,gray,12900
2015,Mazda,CX-5,automatic,black,20500
2015,Mazda,CX-5,automatic,beige,20800
2015,Mazda,CX-5,automatic,black,20800
2015,Toyota,Corolla,automatic,gray,9500
2015,Nissan,Versa,automatic,tan,12600
2015,Toyota,Tacoma,automatic,gray,32000
2015,Toyota,Tacoma,automatic,gray,31600
2015,Toyota,Corolla,automatic,tan,12500
2015,BMW,3,,,
2015,Acura,RDX,automatic,tan,34900
2015,Buick,Enclave,automatic,black,34200
2015,Chevrolet,Equinox,automatic,black,23800
2015,Chevrolet,Tahoe,automatic,black,41400
2015,Chevrolet,Traverse,automatic,black,28900
2015,Ford,Explorer,automatic,gray,31300
2015,Ford,F-250,,,
2015,Kia,Sorento,automatic,black,20500
2015,Mazda,CX-5,automatic,gray,18300
2015,Mazda,Mazda6,automatic,black,17800
2015,Nissan,Versa,automatic,black,10600
2015,Nissan,Versa,automatic,black,7750
2015,Nissan,Versa,,,
2015,Ford,Explorer,automatic,black,34600
2015,Audi,A3,automatic,black,25500
2015,Audi,A3,automatic,black,25250
2015,Buick,Enclave,automatic,brown,33600
2015,Cadillac,Escalade,automatic,beige,64000
2015,BMW,X3,automatic,black,30200
2015,BMW,X3,automatic,black,29700
2015,Buick,Enclave,automatic,black,34200
2015,Chevrolet,Equinox,automatic,black,13700
2015,Chevrolet,Malibu,automatic,black,16700
2015,Chevrolet,Tahoe,automatic,brown,51500
2015,Chevrolet,Tahoe,automatic,black,52500
2015,Chevrolet,Tahoe,automatic,gray,43200
2015,Chevrolet,Tahoe,automatic,black,39800
2015,Chrysler,Town,,,
2015,Kia,Forte,automatic,black,13100
2015,Nissan,Versa,,,
2015,Mazda,CX-5,automatic,black,20800
2015,Nissan,Altima,automatic,black,17300
2015,Mercedes-Benz,GL-Class,automatic,black,76500
2015,Volvo,V60,automatic,black,27000
2015,Toyota,Corolla,automatic,gray,14600
2015,Nissan,Versa,automatic,gray,11500
2015,Nissan,Versa,automatic,beige,11000
2015,Toyota,Tacoma,automatic,gray,33000
2015,BMW,7,,,
2015,Chevrolet,Camaro,automatic,black,22250
2015,Chevrolet,Camaro,automatic,black,23200
2015,Ford,F-250,,,
2015,Hyundai,Sonata,automatic,gray,16200
2015,Ford,Taurus,automatic,black,22500
2015,Kia,Optima,automatic,tan,16500
2015,Nissan,Altima,automatic,black,14100
2015,Toyota,Corolla,automatic,black,16800
2015,Volvo,S60,automatic,black,22000
2015,Volvo,XC60,automatic,tan,29500
2015,Volvo,XC60,automatic,black,28000
2015,Volvo,XC60,automatic,beige,29500
2015,Chevrolet,Suburban,automatic,black,53200
2015,Chevrolet,Malibu,automatic,black,17300
2015,Chevrolet,Malibu,automatic,black,17700
2015,Mazda,Mazda6,automatic,black,18200
2015,Chevrolet,Tahoe,automatic,brown,54000
2015,Chrysler,200,automatic,black,15000
2015,Kia,Sorento,automatic,black,19500
2015,Kia,Forte,automatic,black,12900
2015,Jeep,Wrangler,automatic,gray,35600
2015,Mazda,CX-5,automatic,black,18800
2015,Nissan,Versa,,,
2015,Mercedes-Benz,GL-Class,automatic,black,61100
2015,Cadillac,ATS,automatic,beige,28300
2015,Cadillac,Escalade,,,
2015,Buick,LaCrosse,automatic,tan,26000
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Equinox,automatic,black,23000
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Malibu,automatic,black,17600
2015,Chrysler,Town,,,
2015,Chrysler,200,automatic,beige,19200
2015,Ford,Taurus,automatic,black,28400
2015,Ford,Taurus,automatic,black,22800
2015,GMC,Acadia,automatic,black,33000
2015,Ford,Taurus,automatic,black,27700
2015,Ford,Taurus,automatic,gray,23800
2015,GMC,Yukon,,,
2015,Kia,Soul,automatic,black,15700
2015,Nissan,Altima,automatic,beige,16700
2015,Lincoln,MKZ,automatic,black,32700
2015,Mazda,CX-5,automatic,black,20200
2015,Mazda,Mazda6,automatic,black,17700
2015,Nissan,Altima,automatic,black,16700
2015,Nissan,Altima,automatic,black,16700
2015,Nissan,Altima,automatic,beige,16700
2015,Subaru,Forester,automatic,gray,22000
2015,Nissan,Versa,automatic,black,4800
2015,Subaru,Forester,automatic,gray,22000
2015,Toyota,Corolla,automatic,black,17100
2015,Subaru,WRX,automatic,black,26400
2015,Cadillac,Escalade,automatic,beige,82000
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Equinox,automatic,gray,14100
2015,Chevrolet,Impala,automatic,gray,25000
2015,Chevrolet,Impala,automatic,black,25500
2015,Chevrolet,Impala,automatic,gray,25600
2015,Chevrolet,Impala,automatic,black,25800
2015,Chevrolet,Suburban,automatic,gray,44000
2015,Chevrolet,Suburban,automatic,tan,52000
2015,Chevrolet,Impala,automatic,black,24800
2015,Chevrolet,Impala,automatic,gray,13200
2015,Chevrolet,Impala,automatic,black,20900
2015,Chevrolet,Malibu,automatic,beige,15700
2015,Chevrolet,Impala,automatic,black,21900
2015,Chevrolet,Impala,automatic,gray,25300
2015,Chevrolet,Impala,automatic,black,27700
2015,Chevrolet,Suburban,automatic,tan,51800
2015,Chevrolet,Impala,automatic,black,22100
2015,Chevrolet,Impala,automatic,gray,26100
2015,Chevrolet,Impala,automatic,black,21100
2015,Chevrolet,Tahoe,automatic,brown,47700
2015,Chevrolet,Tahoe,automatic,brown,50000
2015,Chevrolet,Traverse,automatic,black,26000
2015,Chrysler,200,automatic,black,15600
2015,Chevrolet,Tahoe,automatic,black,50800
2015,Chevrolet,Tahoe,automatic,black,49700
2015,Chevrolet,Suburban,automatic,gray,51500
2015,Chevrolet,Suburban,automatic,black,59250
2015,Chevrolet,Tahoe,automatic,black,45600
2015,Dodge,Grand,,,
2015,Ford,Fusion,automatic,black,18500
2015,Dodge,Dart,automatic,black,9700
2015,GMC,Yukon,automatic,tan,55300
2015,GMC,Acadia,automatic,black,31800
2015,Hyundai,Sonata,automatic,gray,11250
2015,Hyundai,Elantra,automatic,gray,7300
2015,Hyundai,Elantra,automatic,gray,9500
2015,Nissan,Altima,automatic,tan,10750
2015,Cadillac,Escalade,,,
2015,Buick,Regal,automatic,black,17200
2015,Buick,LaCrosse,automatic,tan,25000
2015,Chevrolet,Malibu,automatic,black,18900
2015,Chevrolet,Tahoe,automatic,black,43500
2015,Chrysler,200,automatic,black,22800
2015,Ford,F-250,,,
2015,Ford,F-250,,,
2015,Ford,F-250,,,
2015,Ford,F-250,,,
2015,Ford,F-250,,,
2015,Ford,Explorer,automatic,black,19500
2015,Ford,Explorer,automatic,black,32800
2015,Ford,Explorer,automatic,black,36900
2015,Chrysler,200,automatic,black,16100
2015,Ford,F-250,,,
2015,Dodge,Dart,automatic,black,13600
2015,GMC,Sierra,,,
2015,Hyundai,Elantra,automatic,gray,12800
2015,Ford,Fusion,automatic,black,18200
2015,Ford,Taurus,automatic,gray,24600
2015,Ford,Fusion,automatic,brown,28800
2015,Ford,Taurus,automatic,tan,21600
2015,Ford,Taurus,automatic,tan,23100
2015,Ford,Taurus,automatic,black,28300
2015,Ford,Taurus,automatic,beige,22000
2015,Hyundai,Elantra,automatic,gray,15400
2015,Kia,Forte,automatic,gray,12100
2015,Hyundai,Sonata,automatic,beige,15800
2015,Jeep,Wrangler,automatic,black,35250
2015,Jeep,Grand,,,
2015,Kia,Optima,automatic,beige,17100
2015,Hyundai,Sonata,automatic,gray,2300
2015,Jeep,Wrangler,automatic,black,29200
2015,Kia,Sorento,automatic,gray,19700
2015,Kia,Sorento,automatic,gray,19800
2015,Lincoln,MKC,automatic,black,36600
2015,Nissan,Altima,automatic,beige,16800
2015,Nissan,Versa,,,
2015,Volvo,S60,automatic,black,26000
2015,Volvo,V60,automatic,black,27200
2015,Audi,A3,automatic,black,24500
2015,Chevrolet,Equinox,automatic,black,20000
2015,Chevrolet,Malibu,automatic,tan,17800
2015,Chevrolet,Malibu,automatic,gray,9400
2015,Chrysler,200,automatic,black,17000
2015,Chevrolet,Tahoe,automatic,black,41900
2015,Chevrolet,Tahoe,automatic,beige,41600
2015,Chevrolet,Tahoe,automatic,black,42800
2015,Chevrolet,Malibu,automatic,black,19500
2015,Chevrolet,Sonic,automatic,black,12100
2015,Dodge,Grand,,,
2015,Chevrolet,Tahoe,automatic,gray,43000
2015,Chevrolet,Traverse,automatic,black,27750
2015,Dodge,Grand,,,
2015,Chevrolet,Tahoe,automatic,black,50700
2015,Ford,Explorer,automatic,black,32000
2015,Ford,Explorer,automatic,gray,34200
2015,Ford,Explorer,automatic,black,32700
2015,Ford,Taurus,automatic,black,23000
2015,Ford,F-250,,,
2015,Ford,Explorer,automatic,black,37000
2015,GMC,Acadia,automatic,gray,31700
2015,Ford,Explorer,automatic,black,33500
2015,Ford,Explorer,automatic,black,31750
2015,Ford,Explorer,automatic,gray,34400
2015,Ford,Explorer,automatic,brown,37000
2015,Ford,Explorer,automatic,black,38300
2015,Ford,F-250,,,
2015,GMC,Acadia,automatic,black,30000
2015,Ford,Explorer,automatic,black,33400
2015,Ford,Explorer,automatic,black,33900
2015,Ford,Explorer,automatic,black,34400
2015,Ford,Taurus,automatic,black,22250
2015,Ford,Explorer,automatic,gray,33600
2015,Ford,Fusion,automatic,black,17600
2015,Ford,Fusion,automatic,black,18000
2015,Jeep,Wrangler,automatic,black,42000
2015,Kia,Optima,automatic,gray,17200
2015,Jeep,Wrangler,automatic,black,31200
2015,Jeep,Cherokee,automatic,black,30200
2015,Hyundai,Elantra,automatic,gray,13700
2015,Jeep,Wrangler,automatic,black,31000
2015,Kia,Optima,automatic,tan,17400
2015,Mazda,CX-5,automatic,black,18800
